payment_history,credit_utilization,length_credit_history,credit_mix,new_credit_enquiries,income_stability_index,digital_transaction_ratio,savings_ratio,platform_loyalty_months,micro_loan_repayment,age,work_experience,monthly_income,debt_to_income_ratio,number_of_platforms,avg_weekly_hours,emergency_fund_months,bank_account_age_months,credit_card_count,missed_payments_last_year,education_level,financial_literacy_score,credit_score
0.53,0.57,5,0.01,3,0.31,0.34,0.03,48,0.95,30,3,3794.04,0.16,4,62.7,0.4,102,2,11,1,0.89,392
0.69,0.25,18,0.0,3,0.57,0.16,0.43,7,0.02,36,0,7981.43,0.9,2,48.9,18.3,31,2,10,4,0.45,367
0.94,0.51,16,0.84,5,0.3,0.87,0.47,16,0.63,41,9,14264.74,0.98,7,61.9,19.8,41,9,6,4,0.52,405
0.01,0.72,7,0.01,3,0.61,0.23,0.29,5,0.0,30,0,8174.51,0.51,7,62.9,14.9,41,1,9,5,0.6,351
0.01,0.86,17,0.01,2,0.88,0.97,0.24,47,0.01,27,11,7869.07,0.07,3,45.0,4.6,108,2,6,1,0.38,363
0.0,0.23,7,0.01,5,0.8,0.18,0.21,5,0.01,30,7,5410.74,0.05,3,15.1,12.1,79,3,8,1,0.88,349
0.36,0.78,17,0.01,7,0.41,0.52,0.12,5,0.02,58,1,10154.02,0.53,6,68.4,12.2,45,4,5,2,0.63,346
0.85,0.08,11,0.37,3,0.84,0.98,0.41,39,0.01,20,4,6121.62,0.74,4,63.2,10.3,101,0,2,3,0.24,403
0.02,0.51,7,0.0,4,0.52,0.41,0.49,43,0.01,52,17,13069.19,0.94,1,56.7,12.7,47,8,3,1,0.71,378
0.02,0.51,19,0.0,5,0.25,0.42,0.33,44,1.0,42,17,12934.86,0.68,1,77.0,9.1,106,2,10,4,0.96,369
0.84,0.46,4,0.01,4,0.21,0.3,0.09,5,0.0,33,7,13902.19,0.18,5,30.7,21.1,108,0,9,1,0.83,368
0.01,0.36,2,0.01,1,0.58,0.55,0.33,3,0.01,41,11,1785.3,0.53,5,24.2,11.0,16,3,5,2,0.99,374
0.85,0.89,16,0.01,4,0.61,0.13,0.22,32,0.02,41,4,10576.71,0.77,6,25.6,18.1,7,5,10,3,0.67,312
0.02,0.28,16,0.67,6,0.52,0.12,0.38,49,0.01,41,12,8975.37,0.52,5,29.4,0.6,80,4,2,2,0.61,397
0.0,0.35,7,0.88,1,0.25,0.98,0.05,41,0.94,42,19,13811.81,0.47,6,32.6,22.7,118,3,8,1,0.98,339
0.01,0.12,14,0.49,6,0.89,0.61,0.22,9,0.01,20,4,8085.1,0.52,5,75.5,22.7,75,1,6,3,0.39,363
0.0,0.25,1,0.01,2,0.59,0.31,0.49,51,0.84,41,12,11198.51,0.53,5,25.6,10.6,72,8,7,5,0.35,338
0.0,0.94,16,0.01,6,0.69,0.52,0.28,17,0.0,25,9,7040.66,0.53,2,23.2,19.5,90,4,9,3,0.26,313
0.73,0.7,13,0.37,6,0.59,0.63,0.36,12,0.03,30,14,10589.31,0.81,1,40.0,3.1,44,4,2,5,0.24,402
0.89,0.8,16,0.0,3,0.43,0.36,0.28,1,0.0,23,6,7887.15,0.29,2,19.5,9.7,101,9,2,1,0.34,380
0.01,0.09,19,0.0,4,0.49,0.34,0.34,5,0.0,41,2,7625.34,0.52,7,44.0,16.3,71,8,10,1,0.7,370
0.01,0.9,12,0.01,6,0.19,0.53,0.11,5,0.02,31,2,2368.85,0.72,1,64.1,23.2,80,9,7,5,0.34,333
0.0,0.51,12,0.0,4,0.53,0.91,0.27,53,0.02,19,3,7866.15,0.79,5,68.3,2.0,108,4,0,2,0.45,367
0.64,0.3,12,0.0,0,0.44,0.13,0.37,32,0.0,20,4,7445.49,0.15,2,15.6,8.1,96,9,10,1,0.61,384
0.89,0.35,0,0.5,3,0.61,0.52,0.41,4,0.0,49,2,8053.86,0.22,1,66.9,1.9,8,3,2,1,0.52,370
0.74,0.5,18,0.37,3,0.55,0.31,0.28,8,0.52,26,7,14399.91,0.17,5,63.4,0.9,45,2,11,1,0.61,406
0.01,0.91,1,0.8,4,1.0,0.59,0.18,33,0.03,28,9,14815.76,0.79,4,59.2,19.4,104,4,3,5,0.37,340
0.0,0.51,16,0.0,7,0.43,0.84,0.02,38,0.02,30,6,2155.74,0.74,2,61.7,12.3,16,4,9,1,0.53,310
0.0,0.64,9,0.32,0,0.6,0.24,0.31,30,0.91,28,12,1375.73,0.53,2,10.6,21.6,41,7,2,1,0.28,365
0.56,0.5,2,0.82,7,0.6,0.34,0.24,27,0.0,41,4,13908.86,0.52,3,75.3,13.5,99,7,2,3,0.47,407
0.02,0.26,9,0.0,5,0.69,0.35,0.13,19,0.53,21,5,6833.05,0.53,6,54.4,7.2,11,4,9,3,0.69,371
0.01,0.44,16,0.0,6,0.61,0.2,0.29,26,0.01,39,13,2301.51,0.74,4,21.5,1.5,57,1,8,5,0.95,344
0.01,0.52,16,0.0,2,0.44,1.0,0.2,19,0.48,25,9,4274.5,0.17,5,31.0,12.0,6,0,2,3,0.67,367
0.01,0.56,4,0.0,5,0.22,0.57,0.28,5,0.44,44,0,12338.69,0.95,1,61.6,10.6,94,8,1,3,0.95,344
0.34,0.5,17,0.01,7,0.49,0.67,0.22,5,0.0,56,16,14789.54,0.1,5,57.2,13.2,78,9,7,1,0.98,414
0.01,0.54,5,0.55,7,0.84,0.24,0.5,48,0.0,57,3,8107.13,0.81,2,77.8,22.8,112,7,7,3,0.71,358
0.7,0.93,9,0.48,1,0.6,0.84,0.32,5,0.03,52,11,10017.62,0.48,3,37.2,10.0,41,0,11,5,0.6,376
0.02,0.77,0,0.0,7,0.87,0.27,0.22,17,0.02,28,10,12445.93,0.52,3,49.4,19.8,66,8,11,4,0.26,348
0.0,0.35,16,0.59,7,0.44,0.47,0.28,18,0.02,64,13,5383.4,0.74,6,35.1,13.5,36,4,4,5,0.31,369
0.0,0.41,1,0.2,6,0.76,0.13,0.27,46,0.0,41,1,5432.28,0.2,6,61.2,6.4,54,3,7,4,0.38,342
0.01,0.14,17,0.37,3,0.92,0.55,0.06,15,0.0,38,15,7765.37,0.67,3,26.1,12.2,41,3,10,3,0.38,362
0.0,0.52,4,0.01,2,0.81,0.81,0.21,7,0.01,63,9,12104.15,0.69,3,55.1,8.2,43,4,2,1,0.43,356
0.57,0.09,8,0.01,4,0.77,0.61,0.27,13,0.03,41,9,14135.76,0.53,7,48.9,16.6,41,1,5,1,0.83,386
0.02,0.74,3,0.37,1,0.32,0.42,0.01,25,0.83,55,5,1389.66,0.53,3,14.9,3.2,85,5,6,3,0.92,367
0.0,0.51,14,0.37,2,0.5,0.47,0.29,41,0.01,32,14,7952.94,0.98,7,30.4,18.1,80,3,2,1,0.63,367
0.01,0.64,16,0.37,2,0.29,0.19,0.03,42,0.02,53,7,11984.93,0.49,7,46.3,3.2,30,6,11,1,0.36,361
0.45,0.59,3,0.01,7,0.62,0.33,0.28,34,0.02,53,0,6605.64,0.26,3,57.4,21.7,99,4,9,5,0.51,354
0.01,0.06,2,0.01,3,0.79,0.47,0.37,33,0.0,21,5,6496.96,0.86,6,61.9,12.3,41,3,9,2,0.61,353
0.77,0.77,16,0.37,7,0.27,0.67,0.34,5,0.02,27,11,6294.22,0.85,5,44.0,17.4,90,5,2,1,0.52,339
0.86,0.39,16,0.0,5,0.2,0.91,0.33,22,0.02,29,4,9046.15,0.19,1,18.1,15.1,41,3,8,3,0.48,404
0.01,0.61,14,0.74,0,0.36,0.13,0.06,36,0.02,40,13,11130.31,0.68,7,73.8,12.4,108,3,0,3,0.34,380
0.02,0.78,11,0.01,0,0.44,0.82,0.28,5,0.01,24,8,7900.04,0.02,4,32.5,3.7,84,7,2,3,0.35,382
0.91,0.91,19,0.01,1,0.6,0.89,0.16,18,0.93,61,9,4012.81,0.37,6,49.3,9.8,15,3,4,3,0.43,340
0.03,0.45,3,0.0,1,0.39,0.34,0.42,5,0.72,62,13,5834.66,0.42,2,18.7,19.9,37,5,8,4,0.89,403
0.64,0.21,10,0.37,5,0.78,0.38,0.15,35,0.0,52,9,8059.97,0.18,6,17.8,13.6,41,3,8,3,0.93,386
0.02,0.92,16,0.0,0,0.77,0.17,0.32,5,0.0,43,2,3548.09,0.17,5,71.8,4.7,14,7,10,1,0.28,371
0.0,0.63,13,0.01,0,0.33,0.72,0.38,26,0.0,31,7,1276.31,0.51,7,48.2,14.6,31,9,9,1,0.58,330
0.02,0.94,17,0.0,7,0.88,0.33,0.28,38,0.96,42,6,7948.87,0.45,2,54.2,12.2,116,2,0,5,0.96,379
0.0,0.5,16,0.0,0,0.6,0.9,0.28,48,0.0,41,0,13289.21,0.02,3,46.2,6.8,111,4,2,5,0.6,353
0.0,0.52,16,0.0,3,0.31,0.75,0.36,30,0.03,62,4,5032.74,0.25,4,47.7,13.7,98,9,2,1,0.96,357
0.02,0.83,2,0.37,0,0.39,0.42,0.14,5,0.01,63,16,14372.45,0.29,2,49.3,6.0,26,2,4,1,0.61,392
0.0,0.67,17,0.32,6,0.69,0.65,0.32,14,0.01,58,4,1597.94,0.54,6,43.6,12.4,6,3,2,5,0.33,358
0.01,0.25,9,0.01,4,0.6,0.74,0.2,51,0.01,41,6,14660.54,0.69,2,69.5,2.1,15,8,6,5,0.81,359
0.02,0.67,8,0.01,7,0.4,0.51,0.29,5,0.03,62,5,8745.44,0.67,7,47.4,2.7,86,1,0,1,0.22,366
0.01,0.49,16,0.01,3,0.5,0.84,0.16,8,0.0,23,7,2844.13,0.67,1,31.7,5.1,79,0,8,1,0.6,361
0.01,0.91,11,0.01,2,0.28,0.86,0.36,40,0.01,28,8,1839.29,0.37,3,10.3,12.1,41,3,4,3,0.59,353
0.01,0.69,7,0.37,1,0.59,0.55,0.0,58,0.45,61,9,7281.61,0.53,7,79.4,6.5,11,9,6,2,0.97,365
0.02,0.67,4,0.01,3,0.5,0.72,0.29,5,0.53,21,5,2503.89,0.99,5,49.0,0.5,61,6,0,4,0.26,398
0.01,0.3,13,0.77,7,0.73,0.51,0.14,34,0.48,41,12,7972.1,0.79,1,78.7,8.5,100,9,2,5,0.94,372
0.56,0.44,12,0.01,7,0.45,0.53,0.19,59,0.65,43,15,12664.93,0.89,1,37.9,16.4,64,3,6,3,0.5,376
0.01,0.5,0,0.01,4,0.24,0.56,0.44,46,0.02,41,9,2028.63,0.27,4,46.5,12.5,41,4,4,1,0.73,372
0.02,0.19,8,0.37,3,0.6,0.41,0.26,5,0.01,34,15,8872.32,0.11,7,32.1,1.7,16,1,2,2,0.35,397
0.02,0.92,4,0.0,0,0.47,0.14,0.45,55,0.01,49,4,8687.24,0.15,2,47.5,21.6,59,2,4,2,0.84,379
0.02,0.67,0,0.0,5,0.23,0.13,0.16,21,0.02,29,13,10881.05,0.63,4,70.2,6.3,41,6,2,2,0.59,355
0.0,0.92,14,0.0,3,0.6,0.39,0.25,55,0.01,57,12,12621.04,0.21,2,32.2,13.7,110,1,2,1,0.54,337
0.68,0.27,12,0.01,3,0.86,0.12,0.27,20,0.0,40,18,11428.77,0.95,2,28.8,8.1,57,4,7,1,0.22,413
0.0,0.23,2,0.0,1,0.91,0.42,0.1,46,0.02,41,12,8049.33,0.52,1,24.0,7.8,21,6,6,4,0.68,337
0.0,0.5,2,0.01,3,0.93,0.46,0.13,4,0.01,45,19,2755.75,0.68,6,58.3,2.7,64,3,8,1,0.26,349
0.0,0.61,7,0.37,5,0.89,0.1,0.1,51,0.01,60,1,8265.43,-0.0,5,59.7,12.4,41,7,10,4,0.59,335
0.01,0.24,14,0.37,4,0.27,0.53,0.28,5,0.02,64,9,8151.99,0.41,2,20.0,23.1,70,7,4,3,0.77,372
0.01,0.08,4,0.0,2,0.93,0.63,0.06,58,0.01,48,2,7790.28,0.47,2,66.1,4.9,41,3,2,4,1.0,377
0.01,0.69,19,0.01,2,0.92,0.56,0.49,31,0.01,56,9,7711.06,0.69,4,49.5,0.9,41,8,2,2,0.83,374
0.01,0.31,16,0.37,4,0.62,0.12,0.25,41,0.02,36,4,8009.8,0.72,6,15.3,6.0,68,5,3,1,0.73,377
0.03,0.52,17,0.54,4,0.8,0.69,0.38,5,0.0,27,11,6395.85,0.2,4,66.2,12.1,92,7,4,3,0.59,406
0.74,0.3,6,0.0,4,0.85,0.81,0.28,42,0.0,30,9,4525.66,0.39,1,40.5,12.1,34,3,2,2,0.64,401
0.53,0.66,8,0.85,3,0.96,0.77,0.27,24,0.02,53,9,3246.18,0.51,7,52.8,17.1,22,0,8,5,0.92,374
0.02,0.44,3,0.0,1,0.58,0.96,0.28,54,0.83,62,5,5623.05,0.47,1,31.8,12.3,29,8,5,5,0.62,383
0.02,0.52,15,0.0,3,0.81,0.65,0.27,36,0.01,26,6,7925.81,0.68,4,59.0,17.5,41,3,7,4,0.64,381
0.0,0.51,16,0.8,0,0.38,0.49,0.24,21,0.0,53,0,11198.34,0.53,7,10.9,12.0,43,7,2,3,0.6,351
0.02,0.9,12,0.01,0,0.96,0.48,0.35,7,0.02,41,16,6425.3,0.85,5,35.0,16.3,41,5,2,3,0.49,372
0.02,0.86,12,0.56,3,0.26,0.43,0.09,38,0.02,64,15,7338.79,0.28,7,65.5,17.7,48,6,10,4,0.43,362
0.58,0.52,2,0.54,2,1.0,0.35,0.34,30,0.01,59,6,8173.66,0.94,2,42.7,22.8,15,3,5,1,0.34,371
0.81,0.51,16,0.45,0,0.62,0.13,0.16,7,0.02,49,9,5578.42,0.81,1,47.5,14.5,25,0,0,1,0.4,431
0.01,0.65,16,0.0,3,0.61,0.71,0.27,5,0.02,34,9,1952.06,0.52,3,76.9,20.9,93,9,1,4,0.68,364
0.01,0.21,10,0.79,7,0.94,0.73,0.51,13,0.02,35,0,12691.2,0.07,3,57.1,13.7,41,0,1,3,0.89,386
0.01,0.13,19,0.01,3,0.37,0.21,0.16,54,0.01,37,16,12239.19,0.04,3,18.1,18.9,51,6,7,1,0.76,373
0.01,0.51,6,0.37,3,0.51,0.54,0.14,38,0.02,59,9,7983.75,0.52,2,17.9,16.8,69,8,0,1,0.29,366
0.0,0.08,7,0.01,2,0.47,0.56,0.02,5,0.0,50,3,10400.93,0.51,2,15.4,11.7,112,9,11,1,0.91,332
0.0,0.56,6,0.0,4,0.91,0.2,0.4,22,0.01,39,18,9734.43,0.8,4,67.5,23.9,75,6,5,1,0.61,325
0.03,0.91,17,0.37,6,0.6,0.69,0.18,2,0.01,40,1,7750.22,0.51,4,67.5,22.2,103,3,5,1,0.53,384
0.0,0.15,1,0.01,7,0.91,0.56,0.06,5,0.01,24,8,6667.17,0.62,1,62.1,12.5,41,2,10,4,0.6,326
0.0,0.63,0,0.21,3,0.7,0.64,0.27,5,0.01,32,15,7942.25,0.3,3,75.4,13.9,38,8,2,4,0.59,338
0.56,0.13,11,0.01,3,0.95,0.56,0.25,7,0.02,50,7,5017.92,0.88,4,44.5,15.5,88,3,2,1,0.59,348
0.0,0.2,5,0.44,3,0.55,0.8,0.05,19,0.01,21,5,14770.45,0.5,6,48.1,16.0,41,3,7,5,0.7,346
0.0,0.33,9,0.86,5,0.34,0.54,0.23,52,0.01,41,10,5000.47,0.82,6,66.3,19.8,33,3,10,5,0.88,327
0.03,0.72,7,0.64,2,0.63,0.45,0.27,51,0.0,63,10,7957.12,0.98,1,37.6,2.3,41,3,2,1,0.34,389
0.02,0.74,2,0.38,7,0.98,0.09,0.15,54,0.0,43,0,7968.67,0.71,2,53.8,13.5,90,3,4,3,0.41,363
0.42,0.85,16,0.01,5,0.46,0.33,0.45,58,0.02,43,7,10310.24,0.37,3,35.4,8.0,8,3,11,5,0.6,341
0.03,0.67,9,0.0,4,0.65,0.72,0.4,5,0.01,56,16,1399.45,0.67,2,46.2,13.8,41,8,0,1,0.23,405
0.38,0.31,9,0.01,3,0.24,0.41,0.46,27,0.62,59,4,5732.24,0.37,7,55.5,5.6,106,3,3,4,0.47,400
0.01,0.43,19,0.37,3,0.83,0.73,0.34,35,0.0,26,1,4576.1,0.84,5,79.3,0.0,99,9,2,1,0.9,364
0.0,0.68,16,0.0,5,0.45,0.77,0.47,10,0.58,36,3,9732.65,0.54,6,39.5,1.5,41,5,2,1,0.55,310
0.03,0.51,17,0.01,4,0.96,0.17,0.26,5,0.87,35,12,12461.14,0.23,2,47.1,5.8,41,3,11,1,0.28,407
0.0,0.51,8,0.51,7,0.6,0.54,0.25,58,0.01,41,18,10269.33,0.98,2,22.2,5.7,44,0,2,3,0.6,326
0.0,0.5,7,0.37,7,0.72,0.54,0.04,3,0.01,49,0,14830.25,0.22,2,39.0,11.8,43,4,8,1,0.76,317
0.02,0.28,17,0.01,3,0.73,0.9,0.49,5,0.01,36,15,12756.93,0.71,5,63.8,21.5,104,3,8,4,0.81,387
0.03,0.9,1,0.01,7,0.43,0.37,0.31,33,0.0,44,19,13505.41,0.59,7,43.1,12.3,99,6,1,1,0.83,392
0.02,0.71,16,0.89,4,0.56,0.74,0.11,8,0.02,41,3,9066.06,0.48,2,64.4,18.1,84,5,2,1,0.58,397
0.01,0.42,15,0.01,6,0.6,0.69,0.0,2,0.0,47,14,10785.67,0.51,6,51.8,12.3,61,0,8,2,0.86,365
0.01,0.62,11,0.01,7,0.59,0.23,0.08,18,0.0,53,9,5909.93,0.89,3,48.9,4.7,41,2,2,5,0.81,361
0.62,0.93,5,0.01,3,0.46,0.86,0.28,11,0.0,38,5,13624.35,0.72,2,48.1,11.5,32,7,7,1,0.29,371
0.02,0.2,17,0.37,4,0.6,0.69,0.14,16,0.01,26,4,6465.01,0.23,6,54.4,9.6,61,2,6,2,0.67,387
0.83,0.15,17,0.79,3,0.66,0.55,0.45,11,0.44,44,6,7291.42,0.51,3,57.1,12.4,41,5,2,4,0.43,423
0.01,0.88,19,0.01,7,0.84,0.41,0.19,8,0.0,22,6,1767.6,0.51,3,56.4,14.0,41,8,2,3,0.38,356
0.01,0.51,9,0.55,1,0.71,0.77,0.08,40,0.0,40,9,7918.67,0.68,1,22.3,21.6,104,0,9,1,0.61,355
0.86,0.56,16,0.01,1,0.9,0.57,0.28,47,0.01,52,17,4057.47,0.76,6,55.2,1.2,55,3,6,3,0.37,374
0.0,0.42,16,0.01,2,0.29,0.56,0.27,13,0.02,29,13,14685.62,0.24,2,40.4,8.9,41,4,1,2,0.48,366
0.0,0.15,3,0.01,1,0.99,0.34,0.28,33,0.52,41,9,8001.88,0.26,7,79.4,7.2,73,1,11,4,0.79,328
0.62,0.34,3,0.8,4,0.84,0.31,0.28,23,0.01,42,8,6728.22,0.3,2,40.7,12.2,70,3,1,1,0.87,394
0.0,0.76,8,0.85,3,0.68,0.86,0.26,9,0.0,47,10,9543.31,0.8,1,51.3,9.3,65,2,9,1,0.59,327
0.0,0.5,4,0.59,5,0.46,0.49,0.29,4,0.01,41,10,6814.67,0.31,2,69.0,12.4,41,6,8,3,0.26,328
0.01,0.54,16,0.7,3,0.34,0.73,0.28,43,0.0,41,8,14743.53,0.06,5,62.6,9.7,41,2,2,1,0.34,378
0.02,0.57,8,0.0,1,0.23,0.55,0.03,41,0.0,18,2,8609.83,0.58,1,57.8,12.9,83,3,2,1,0.55,383
0.41,0.14,15,0.01,4,0.68,0.7,0.29,39,0.02,61,12,13010.06,0.89,7,47.6,2.3,14,3,9,2,0.42,389
0.0,0.6,6,0.01,3,0.51,0.56,0.28,41,0.01,54,9,7152.88,0.95,3,21.5,6.2,83,3,7,3,0.68,310
0.0,0.6,7,0.01,3,0.27,0.4,0.35,51,0.54,28,9,9954.51,0.53,6,68.3,5.9,34,8,6,3,0.39,330
0.98,0.33,4,0.0,4,0.61,0.7,0.05,21,0.01,57,4,4653.22,0.22,6,63.4,7.9,51,9,1,4,0.5,416
0.0,0.26,14,0.01,2,0.32,0.96,0.09,21,0.0,57,17,11837.18,0.49,5,39.9,12.5,41,1,8,1,0.96,343
0.01,0.7,1,0.62,4,0.51,0.87,0.18,42,0.79,19,3,14049.57,0.28,1,36.4,6.9,41,5,3,1,0.21,352
0.02,0.87,18,0.01,6,0.52,0.56,0.28,8,0.01,41,9,1668.19,0.95,3,46.9,2.5,41,1,11,1,0.47,342
0.84,0.66,16,0.01,5,0.52,0.54,0.21,5,0.0,62,4,9902.74,0.24,2,48.9,12.5,93,2,3,3,0.25,369
0.01,0.81,7,0.01,4,0.75,0.27,0.2,41,0.01,18,2,5491.66,0.87,5,42.1,11.8,73,6,11,3,0.4,330
0.0,0.12,19,0.01,4,0.51,0.55,0.27,34,0.01,22,6,4818.02,0.11,7,52.8,15.2,119,3,3,4,0.9,354
0.0,0.71,14,0.0,3,0.6,0.57,0.29,11,0.0,26,9,14646.5,0.25,2,53.5,20.4,19,3,5,4,0.86,348
0.48,0.37,15,0.01,1,0.61,0.26,0.05,53,0.02,35,9,7999.51,0.05,3,58.5,22.6,41,7,5,1,0.79,397
0.63,0.51,5,0.01,3,0.89,0.2,0.13,44,0.03,34,17,13991.84,0.58,5,45.1,5.3,8,2,5,3,0.61,343
0.79,0.73,19,0.01,4,0.98,0.25,0.3,33,0.02,49,10,14926.61,0.03,2,16.5,9.8,14,5,5,2,0.97,404
0.0,0.22,15,0.68,3,0.59,0.5,0.34,47,0.02,37,8,9971.51,0.68,2,41.1,23.9,37,0,10,3,0.6,366
0.34,0.52,1,0.0,0,0.69,0.32,0.36,38,0.44,47,11,2548.52,0.66,1,73.9,14.0,95,6,2,4,0.45,385
0.01,0.5,14,0.8,3,0.85,0.75,0.29,13,0.03,47,9,7732.93,0.51,2,40.7,15.6,24,8,2,1,0.7,382
0.02,0.28,16,0.77,5,0.34,0.52,0.34,13,0.02,41,17,1539.13,0.28,1,49.0,19.2,93,3,10,2,0.59,395
0.01,0.49,5,0.21,2,0.56,0.73,0.32,37,0.0,38,16,4871.35,0.09,7,47.7,23.0,103,1,3,1,0.73,372
0.35,0.51,6,0.0,2,0.23,0.56,0.12,55,0.01,39,18,12427.71,0.52,5,37.5,13.1,41,6,8,3,0.72,351
0.01,0.8,18,0.01,4,0.72,0.26,0.28,35,0.02,41,2,8502.11,0.72,3,53.0,19.2,78,3,8,4,0.45,350
0.77,0.51,7,0.37,7,0.66,0.23,0.13,5,0.0,19,3,7989.92,0.18,7,69.4,9.8,63,9,8,5,0.57,385
0.0,0.36,7,0.0,4,0.89,0.47,0.28,41,0.01,29,9,8066.35,0.76,2,48.9,12.1,48,5,2,1,0.97,363
0.01,0.15,5,0.37,2,0.8,0.59,0.36,26,0.02,28,4,10593.63,0.52,7,53.8,19.1,7,9,6,5,0.6,368
0.81,0.18,16,0.01,3,0.29,0.55,0.22,5,0.0,46,12,1486.27,0.88,2,57.3,11.9,25,0,3,2,0.61,381
0.0,0.46,1,0.01,5,0.72,0.13,0.28,1,0.66,58,8,2811.12,0.53,2,57.0,11.9,105,0,2,3,0.58,347
0.0,0.36,5,0.37,7,0.59,0.39,0.2,27,0.45,52,18,7894.31,0.47,1,47.8,13.6,42,3,2,1,0.6,337
0.03,0.15,13,0.0,1,0.85,0.28,0.14,12,0.01,64,4,1937.26,0.33,7,32.2,17.2,117,1,2,4,0.23,415
0.97,0.21,16,0.73,3,0.57,0.88,0.08,56,0.0,37,13,2281.17,0.83,3,55.1,2.6,52,7,4,1,0.92,381
0.68,0.25,3,0.01,1,0.6,0.56,0.36,6,0.0,34,8,3193.65,0.82,4,49.5,9.5,116,1,2,4,0.6,372
0.0,0.55,12,0.65,4,0.73,0.56,0.27,48,0.02,41,9,7949.72,0.53,2,51.8,12.0,80,4,1,3,0.49,355
0.75,0.58,2,0.57,1,0.89,0.13,0.47,38,0.01,36,8,11559.92,0.08,6,75.3,16.1,106,4,3,1,0.58,414
0.01,0.14,7,0.35,3,0.66,0.17,0.08,43,0.02,41,8,8124.9,0.8,2,49.2,16.2,68,8,6,4,0.6,356
0.02,0.75,3,0.37,0,0.69,0.16,0.2,28,0.0,18,2,12208.22,0.35,6,40.9,12.3,62,3,4,3,0.49,380
0.0,0.34,2,0.01,6,0.38,0.82,0.06,9,0.0,41,9,12490.33,0.77,3,19.0,3.6,64,2,5,2,0.6,329
0.01,0.52,16,0.01,6,0.37,0.14,0.45,50,0.02,41,17,13282.58,0.24,2,47.8,19.4,41,3,10,1,0.6,359
0.0,0.19,12,0.01,7,0.88,0.36,0.1,6,0.01,41,4,4636.82,0.23,2,34.1,14.5,66,0,2,2,0.56,353
0.02,0.08,6,0.37,0,0.26,0.43,0.0,52,0.0,34,18,6350.97,0.8,3,47.5,6.6,50,9,9,5,0.72,401
0.48,0.79,10,0.01,3,0.22,0.56,0.08,32,0.0,29,5,8093.76,0.53,5,28.5,3.4,39,6,8,5,0.6,330
0.0,0.7,6,0.01,4,0.61,0.67,0.22,49,0.03,51,9,8335.94,0.28,4,50.6,0.5,31,5,6,2,0.59,352
0.01,0.5,14,0.0,2,0.59,0.48,0.1,43,0.0,46,9,1985.31,0.7,2,33.1,5.6,26,8,8,1,0.33,363
0.35,0.06,5,0.01,4,0.26,0.86,0.25,41,0.02,43,11,9884.13,0.14,3,49.1,20.3,41,3,10,1,0.62,378
0.01,0.94,0,0.01,3,0.22,0.21,0.27,32,0.67,40,4,7679.27,0.23,5,70.1,12.0,30,3,6,3,0.52,337
0.01,0.74,8,0.29,2,0.34,0.63,0.39,46,0.01,31,15,14912.08,0.02,5,49.2,7.8,19,7,6,1,0.57,353
0.99,0.52,15,0.01,3,0.21,0.15,0.02,10,0.93,58,18,8056.96,0.54,3,34.2,11.2,19,6,2,3,0.77,406
0.0,0.79,10,0.0,3,0.29,0.67,0.48,54,0.0,42,3,13740.52,0.93,5,46.7,6.1,58,1,0,1,0.3,346
0.58,0.49,8,0.01,2,0.61,0.29,0.28,34,0.0,37,10,7887.41,0.14,5,63.3,12.3,91,3,9,1,0.44,393
0.03,0.26,12,0.65,5,0.93,0.94,0.12,5,0.0,24,8,14448.25,0.53,5,66.9,12.1,11,8,3,1,0.58,417
0.5,0.58,10,0.37,0,0.36,0.33,0.27,31,0.0,28,8,6416.56,0.5,4,48.5,3.7,53,3,4,1,0.22,365
0.0,0.37,7,0.56,3,0.4,0.94,0.03,5,0.02,38,6,7406.48,0.25,3,21.8,7.0,41,2,3,5,0.46,337
0.01,0.64,16,0.01,7,0.51,0.91,0.25,12,0.77,23,7,13701.26,0.57,4,70.9,17.8,105,3,7,3,0.22,350
0.52,0.66,0,0.22,3,0.8,0.57,0.19,37,0.91,56,7,5423.36,0.49,2,56.2,12.8,50,3,2,3,0.85,432
0.0,0.1,4,0.0,3,0.29,0.81,0.14,5,0.99,53,13,14933.64,0.3,2,25.4,12.3,75,3,6,1,0.6,352
0.03,0.32,8,0.01,7,0.6,0.21,0.16,5,0.01,34,8,11905.53,0.51,2,48.7,12.2,70,6,6,3,0.47,384
0.03,0.77,16,0.28,4,0.21,0.46,0.02,54,0.0,36,18,8204.79,0.62,4,48.9,16.4,85,2,10,4,0.86,379
0.46,0.57,15,0.01,1,0.67,0.4,0.32,18,0.03,25,9,11579.71,0.52,6,74.8,11.8,27,3,6,5,0.37,364
0.01,0.68,18,0.0,7,0.95,0.43,0.19,29,0.0,48,10,1911.59,0.82,2,48.2,12.8,68,0,2,5,0.64,369
0.03,0.52,4,0.01,4,0.41,0.54,0.28,33,0.01,41,7,10848.17,0.52,2,43.5,18.7,9,1,5,1,0.22,382
0.65,0.61,16,0.6,3,0.9,0.81,0.11,28,0.61,45,3,12447.61,0.76,2,48.6,12.7,41,8,6,1,0.44,380
0.01,0.2,18,0.37,3,0.98,0.44,0.12,5,0.02,52,2,8197.63,0.12,6,20.6,22.0,17,2,4,1,0.87,382
0.0,0.77,19,0.33,2,0.77,0.44,0.24,42,0.01,41,16,7998.47,0.79,3,50.6,7.8,72,7,2,5,0.21,352
